descricao,ano_criacao,periodo_criacao,componentes,ch_matriz
Técnico em Meio Ambiente Integrado (PROEJA) - Cajazeiras,2014,2,"Artes, Biologia I, Filosofia I, Geografia I, Gestão e Legislação Ambiental, Informática, Língua Estrangeira Moderna -  Inglês I, Língua Portuguesa e Literatura Brasileira I, Matematica I, Química, Saúde e Segurança no Trabalho, Sociologia I, Análise Físico-Química da Água, Cartografia e Geoprocessamento, Ecologia, Ecossistemas e Biodiversidade, Educação Ambiental e Desenvolvimento Sustentável, Filosofia II, Gestão e Tecnologia de Resíduos Sólidos I, Língua Portuguesa e Literatura Brasileira II, Matemática II, Metodologia da Pesquisa Científica, Sociologia II, Tecnologia de Análise de Solos, Análise Microbiológica da Água, Climatologia, Diagnóstico e Avaliação de Impactos Ambientais, Educação Física, Filosofia III, Física, Gestão da Qualidade do Ar, Gestão e Tecnologia de Resíduos Sólidos II, História Geral e do Brasil, Língua Portuguesa e Literatura Brasileira III, Marketing e Empreendedorismo, Matemática III, Sociologia III",2204
e-Tec Idiomas - Espanhol,2016,1,Módulo 1,200
e-Tec Idiomas - Inglês,2016,1,Módulo 1,200
Matriz de Testes,2016,1,Armazenamento e Transporte de Petróleo e Derivados,1000
Técnico em Agroindústria (PROEJA) - Sousa,2009,1,"Artes, Biologia I, Empreendedorismo, Geografia I, História I, Informática Básica, Língua Portuguesa, Matematica I, Processamento de ácidos graxos, Processamento de Frutas, Química I, Redação técnica, Relações no Trabalho, Segurança Industrial, Biologia II, Educação Física II, Física II, Geografia II, Língua Portuguesa II, Matemática II, Processamento de Hortaliças, Processamento de Leite, Processamento de massas, Química II, Sociologia II, Agronegócios, Biologia III, Cooperativismo e Associativismo, Elaboração de Projetos Agroindustrias, Filosofia III, Física III, História III, Língua Inglesa, Língua Portuguesa III, Matemática III, Processamento de Carnes, Processamento de Pescados, Química III",1999
Modalidades de Educação Física - Campus JP,2016,1,"Educação Física - HANDEBOL, Educação Física I - ATLETISMO, Educação Física I - BADMINTON, Educação Física I - BASQUETE, Educação Física I - NATAÇÃO, Educação Física I - PRÁTICAS CORPORAIS ALTERNATIVAS, Educação Física I - QUALIDADE DE VIDA, Educação Física II - ATLETISMO",100
Bacharelado em Engenharia de Computação - Campina Grande,2016,1,"Algoritmos e Programação, Ciências do Ambiente, Inglês Instrumental, Introdução à Engenharia de Computação, Laboratório de Algoritmos e Programação, Leitura e Produção de Textos, Matemática Básica, Sistemas Digitais I, Álgebra Vetorial e Geometria Analítica, Cálculo Diferencial e Integral I, Estruturas de Dados e Algoritmos, Instrumentação Eletro-eletrônica, Probabilidade e Estatística Aplicada à Computação, Sistemas Digitais II, Cálculo Diferencial e Integral II, Física Clássica, Laboratório de Programação Orientada a Objetos, Metodologia da Pesquisa Científica, Organização e Arquitetura de Computadores, Programação Orientada a Objetos, Álgebra Linear Aplicada a Engenharia, Bancos de Dados, Computação Reconfigurável, Eletricidade e Eletromagnetismo, Mecânica dos Sólidos, Teoria dos Grafos, Desenho Técnico, Laboratório de Circuitos Elétricos, Padrões de Projetos, Redes de Computadores, Teoria da Computação, Análise e Projeto de Sistemas, Eletrônica Analógica, Fenômenos de Transporte, Química Aplicada, Sinais e Sistemas, Verificação Funcional de Sistemas Digitais, Análise e Técnicas de Algorítimos, Microprocessadores e Microcontroladores, Processamento Digital de Sinais, Sistemas Operacionais, Técnicas de Prototipagem, Controle e Automação, Coprojeto de Hardware e Software, Gerência de Projetos e Desenvolvimento de Sistemas, Sistemas Embarcados, Verificação, Validação e Teste de Software, Direito e Cidadania, Ética, Inteligência Artificial, Projeto em Engenharia de Computação I, Relações Humanas no Trabalho, Estágio Supervisionado, Gestão Aplicada, Libras, Projeto em Engenharia de Computação II, Trabalho de Conclusão de Curso, Optativa 2, Optativa 3, Tópicos Especias em Engenharia de Computação I",4242
Técnico em Administração Integrado ao Ensino Médio (PROEJA) - Campina Grande,2016,1,"Empreendedorismo e rotinas administrativas, Filosofia I, Física I, Fundamentos da Administração e economia, Geografia I, Informática Básica, Língua Estrangeira Moderna -  Inglês I, Língua Portuguesa e Literatura Brasileira I, Matematica I, Redação Empresarial e Oficial, Sociologia I, Administração de Materiais e Patrimônio, Administração de Recursos Humanos, Contabilidade geral e custos, Direito Administrativo, do trabalho e do consumidor, Filosofia II, Geografia II, História II, Língua Portuguesa e Literatura Brasileira II, Matemática II, Sociologia II, Artes, Biologia III, Filosofia III, Gestão da Produção, História III, Língua Portuguesa III, Marketing e Vendas, Matemática Financeira, Metodologia do Trabalho Científico, Química III, Sociologia III",2072
Técnico em Serviços Jurídicos Subsequente - Cabedelo Centro,2016,2,"Cidadania e Direitos humanos, Elementos de Direito Civil I, Introdução ao Estudo do Direito, Noções de Direito Administrativo, Noções de Direito Constitucional, Noções de Direito Financeiro, Noções de Direito Registral e Notarial, Português Jurídico, Técnicas de Atendimento e Qualidade do Serviço, Teoria Geral do Processo, Direito do Consumidor, Elementos de Direito Civil II, Informática Aplicada ao Direito, Noções de Direito do Trabalho e Prática Trabalhista, Noções de Direito Empresarial, Noções de Direito Penal e Processo Penal, Noções de Direito Previdenciário, Noções de Direito Tributário, Organização Judiciária, Prática de Processo Civil",800
FIC Jovem Profissional Cidadão – ENEM,2016,2,"Ciências da Natureza e suas Tecnologias, Ciências Humanas e suas Tecnologias, Introdução às Profissões, à Educação Superior e Orientação Vocacional, Linguagens, Códigos e suas Tecnologias, Matemática e suas Tecnologias, Relações no Trabalho: Saúde, Segurança e Ética, Sociedade, Cultura e Meio Ambiente",162
Formação Inicial e Continuada em Redes de Computadores – Módulos 1 e 2 – CCNA Routing & Switching,2016,2,"Cisco IOS, Roteamento em Pequena Escala, Serviços IP - módulo 2, Switching em Pequena Escala, TCP/IP",160
Formação Inicial e Continuada em Redes de Computadores – Módulos 3 e 4 – CCNA Routing & Switching,2016,2,"Roteamento em Larga Escala, Roteamento em Média Escala, Serviços IP - módulo 3, Serviços IP - módulo 4, Switching em Larga Escala, Switching em Média Escala",160
Formação Inicial e Continuada em Gestão de Pequenos Negócios,2016,1,"Empreendedorismo, Gestão de Recursos Humanos, Gestão financeira, Informática Básica, Legislação e tributação, Noções de e-commerce, Noções de Marketing, Noções de matemática, Planejamento estratégico",130
Formação Inicial e Continuada (FIC) em Libras - Básico,2016,2,"Ética, Fundamentos da Educação de Surdos, Libras I, Libras II",160
Tecnologia em Análise e Desenvolvimento de Sistemas - Cajazeiras,2006,1,"Algorítmo e Lógica de Programação, Cálculo Diferencial e Integral, Fundamentos de Computação, Inglês Instrumental, Linguagens de Marcação, Português Instrumental, Estrutura de Dados, Gerência de Configuração e Mudanças, Linguagens de Script para a Web, Probabilidade e Estatística, Redes de Computadores, Sociedade e Tecnologia da Informação, Banco de Dados I, Metodologia da Pesquisa Científica, Processo de Desenvolvimento de Software, Programação Orientada a Objetos, Sistemas Operacionais, Análise e Projeto de Sistemas, Banco de Dados II, Gerência de Projetos de Software, Laboratório de Redes de Computadores, Programação para a Web I, Testes de Software, Desenvolvimento de Aplicações Corporativas, Interação Humano-Computador, Padrões de Projeto de Software, Programação para Dispositivos Móveis, Segurança de Dados, Trabalho de Conclusão de Curso I, Empreendedorismo, Gestão da Tecnologia da Informação e Comunicação, Libras, Programação para a Web II, Relações Humanas no Trabalho, Sistemas Distribuídos, Trabalho de Conclusão de Curso II",2548
Licenciatura em Matemática - Cajazeiras,2011,1,"Argumentação Matemática, Comunicação e Linguagem, História da Educação, Inglês Instrumental, Matemática Fundamental, Psicologia da Aprendizagem, Didática I, Educação Ambiental, Filosofia da Educação, Geometria Euclidiana Plana, Laboratório do Ensino de Matemática I, Matemática Básica I, Álgebra Vetorial e Geometria Analítica, Cálculo Diferencial e Integral I, Didática II, Laboratório do Ensino de Matemática II, Matemática Básica II, Cálculo das Probabilidades e Estatística, Cálculo Diferencial e Integral II, Desenho Geométrico, Matemática Básica III, Oficina de Produção Acadêmica, Álgebra Linear I, Cálculo Diferencial e Integral III, Estágio Supervisionado I, Física I, Geometria Euclidiana Espacial, Pesquisa Aplicada ao Ensino de Matemática I, Equações Diferenciais Ordinárias, Estágio Supervisionado II, Física II, Introdução à Álgebra, Pesquisa Aplicada ao Ensino de Matemática II, Prática de Ensino de Matemática I, Estágio Supervisionado III, História da Matemática, Introdução à Análise Real, Matemática Financeira, Prática de Ensino de Matemática II, Libras - Linguas Brasileiras de Sinais, Metodologia Aplicada à Educação Matemática na Educação Inclusiva, Novas Tecnologias Educacionais Aplicadas ao Ensino de Matemática, Trabalho de Conclusão de Curso - TCC, Álgebra Linear II, Antropologia Cultural, Cálculo Numérico, Equações Diferenciais Parcial, Introdução à Geometria Diferencial, Teoria dos Números",3218
Bacharelado em Engenharia Civil - Cajazeiras,2014,1,"Cálculo Diferencial e Integral I, Cálculo Vetorial e Geometria Analítica, Economia Aplicada, Ética e Cidadania, Português Instrumental, Química Aplicada, Cálculo Diferencial e Integral II, Física Geral I, Introdução à Álgebra Lienar, Introdução à Programação, Psicologia Organizacional, Sociologia do Trabalho, Cálculo Diferencial e Integral III, Ciências do Ambiente, Desenho Básico, Física Geral II, Materiais de Construção Civil I, Probabilidade e Estatística, Cálculo Numérico, Desenho de Arquitetura, Física Geral III, Materiais de Construção Civil II, Mecânica dos Fluídos, Circuitos Elétricos, Geologia Aplicada, Hidráulica, Mecânica Geral, Topografia, Administração de Empresas, Hidrologia, Instalações Hidrossanitárias Prediais, Mecânica do Solos, Resistência dos Materiais I, Sistemas de Transporte, Estradas e Transportes I, Fundações, Instalações Elétricas Prediais, Metodologia Científica, Resistência dos Materiais II, Segurança do Trabalho, Estradas e Transportes II, Estrutura de Concreto Armado I, Estruturas Metálicas, Sistema de Abastecimento da Água, Tecnologia das Construções, Teoria das Estruturas I, Estrutura de Concreto Armado II, Legislação, Planejamento e Orçamento de Obras, Sistema de Esgoto e Drenagem, Teoria das Estruturas II, Trabalho de Término de Curso - TCC, Automação de Edifícios, Barragens, Engenharia de Tráfego, Estrutura de Concreto Protendido, Geoprocessamento, Gerenciamento de Projetos, Gestão de Resíduos Sólidos, Introdução ao Método dos Elementos Finitos, Libras, Patologia das Construções, Pontes, Recursos Hídricos, Transporte Público Urbano",3642
Tecnologia em Construção de Edifícios - Campina Grande,2007,1,"Álgebra Vetorial e Geometria Analítica, Cálculo Diferencial e Integral I, Desenho Técnico, Informática Básica, Inglês Instrumental, Introdução a Construção de Edifícios, Português Instrumental, Química Aplicada, Cálculo Diferencial e Integral II, Desenho Assistido por Computador I, Desenho e Projeto Arquitetônico, Física I, Materiais de Construção I, Metodologia da Pesquisa Científica, Topografia I, Desenho Assistido por Computador II, Estatística Aplicada, Física II, Matemática Financeira Aplicada, Materiais de Construção II, Resistência dos Materiais, Técnicas Construtivas I, Topografia II, Especificações e Orçamentos I, Estruturas de Concreto I, Instalações Elétricas Prediais, Instalações Hidro-sanitárias, Mecânica dos Solos, Segurança do Trabalho, Técnicas Construtivas II, Especificações e Orçamentos II, Estruturas de Concreto II, Estruturas de Madeira, Estruturas Metálicas, Fundações e Sistemas de Contenção, Instalações Especiais, Manutenção Predial, Patologia das Construções, Administração de Custos, Avaliação Pós-ocupação, Formação do Empreendedor, Gestão Ambiental, Gestão da Qualidade e Produtividade, Legislação Aplicada, Planejamento Gestão e Controle de Obras, Relações Humanas no Trabalho, Trabalho de Conclusão de Curso, Estágio Supervisionado, Libras",2618
Tecnologia em Telemática - Campina Grande,2007,1,"Algoritmos e Lógica de Programação, Cálculo Diferencial e Integral, Eletrônica Digital, Inglês Técnico e Instrumental, Introdução à Telemática, Português  Instrumental, Banco de Dados, Eletricidade e Magnetismo, Introdução ao Processo Estocástico, Laboratório de Programação, Laboratório de Sistemas Abertos, Matemática Aplicada a Telemática, Sinais e Sistemas, Arquitetura de Computadores, Eletrônica Analógica, Estrutura de Dados, Redes de Computadores, Sistemas de Comunicação, Comunicação de Dados, Comunicações Digitais, Comunicações Sem Fio, Ética e Sociedade, Formação de Empreendedores, Programação Orientada a Objetos, Sistemas Operacionais, Administração de Sistemas Abertos, Métodos e Técnicas de Pesquisa, Processamento Digital de Sinais, Programação para Ambientes Distribuídos, Redes Sem Fio, Teoria da Informação e Codificação, Antenas e Propagação, Arquitetura e Projeto de Infraestrutura de TI, Comunicações Ópticas, Redes Avançadas, Segurança de Redes de Computadores, Sistemas Telefônicos, Trabalho de Conclusão de Curso, Libras, Tópicos Especiais em Telemática",2580
